user_id,total_draws,completed_draws,first_draw_time,last_draw_time,free_unlock_draws,paid_unlock_draws,diamond_unlock_draws,coin_draws,diamond_generated,total_consumption,平台,App版本,渠道,新老用户,付费状态,提现系统版本,scratch_completed_user,repeat_draw_user,draw_eq_10_user,draw_ge_10_user,draw_count_bucket
45196708,1,1,2026-06-07 23:16:58.155,2026-06-07 23:16:58.155,0,0,1,0,900,1500,Unknown,Unknown,Unknown,Old User,Non-paid,未知提现版本,True,False,False,False,1
45402727,6,6,2026-05-28 12:02:00.550,2026-05-31 22:11:54.527,0,2,4,0,1900,9000,Android,2.0.02,google-play,Old User,Non-paid,钻石提现版本,True,True,False,False,6-9
45663707,1,1,2026-06-10 22:56:45.610,2026-06-10 22:56:45.610,0,0,1,0,0,1500,Android,2.0.05,google,Old User,Non-paid,钻石提现版本,True,False,False,False,1
46773687,1,0,2026-06-05 10:39:50.101,2026-06-05 10:39:50.101,0,0,1,1,0,1500,Unknown,Unknown,Unknown,Old User,Non-paid,未知提现版本,False,False,False,False,1
47454161,1,1,2026-06-09 03:37:30.579,2026-06-09 03:37:30.579,0,0,1,0,500,1500,Android,2.0.06,apps.facebook.com,New User,Non-paid,钻石提现版本,True,False,False,False,1
47919218,5,4,2026-06-10 04:02:15.271,2026-06-10 04:07:00.110,5,0,0,1,1050,0,Android,2.0.06,(direct),Old User,Paid,钻石提现版本,True,True,False,False,4-5
49026690,8,8,2026-06-04 11:51:57.784,2026-06-05 17:54:18.090,5,0,3,0,7000,4500,Android,2.0.05,(direct),Old User,Non-paid,钻石提现版本,True,True,False,False,6-9
49768930,59,59,2026-05-28 15:01:43.786,2026-06-06 01:49:07.003,27,9,23,0,45600,48000,Android,2.0.02,(direct),Old User,Non-paid,钻石提现版本,True,True,False,True,10+
50415260,1,0,2026-05-29 13:11:49.836,2026-05-29 13:11:49.836,0,0,1,1,0,1500,iOS,1.9.74,AppReferral,Old User,Non-paid,钻石提现版本,False,False,False,False,1
50843916,50,50,2026-05-28 07:21:42.453,2026-06-10 22:31:12.372,35,0,15,0,15600,22500,Android,2.0.03,google-play,Old User,Non-paid,钻石提现版本,True,True,False,True,10+
51690163,1,1,2026-06-06 02:31:10.688,2026-06-06 02:31:10.688,0,0,1,0,2000,1500,Android,2.0.06,apps.instagram.com,New User,Non-paid,钻石提现版本,True,False,False,False,1
51919689,5,4,2026-06-02 13:19:47.343,2026-06-10 22:20:00.676,0,0,5,1,1900,7500,Android,2.0.03,(direct),Old User,Non-paid,钻石提现版本,True,True,False,False,4-5
51949048,5,5,2026-05-30 08:33:11.672,2026-06-02 04:34:06.301,2,0,3,0,2500,4500,Android,2.0.03,(direct),Old User,Paid,钻石提现版本,True,True,False,False,4-5
53267234,1,1,2026-05-30 04:03:20.690,2026-05-30 04:03:20.690,0,0,1,0,2000,1500,Android,2.0.03,google-play,Old User,Non-paid,钻石提现版本,True,False,False,False,1
53529906,1,1,2026-06-09 14:04:36.455,2026-06-09 14:04:36.455,1,0,0,0,200,0,Android,2.0.06,(direct),Old User,Non-paid,钻石提现版本,True,False,False,False,1
53871359,13,13,2026-05-28 05:10:55.269,2026-05-31 01:07:39.294,4,1,8,0,6200,13500,Android,2.0.03,(direct),Old User,Non-paid,钻石提现版本,True,True,False,True,10+
54255440,1,1,2026-06-02 19:17:04.382,2026-06-02 19:17:04.382,0,0,1,0,0,1500,Android,2.0.05,(direct),New User,Non-paid,钻石提现版本,True,False,False,False,1
54326740,42,42,2026-05-29 18:36:02.059,2026-06-10 10:03:59.869,42,0,0,0,6950,0,Android,2.0.02,(direct),Old User,Paid,钻石提现版本,True,True,False,True,10+
54332232,1,1,2026-05-28 12:17:22.374,2026-05-28 12:17:22.374,1,0,0,0,200,0,Android,2.0.03,(direct),Old User,Non-paid,钻石提现版本,True,False,False,False,1
54355445,2,2,2026-05-28 06:45:39.984,2026-05-28 06:46:04.818,2,0,0,0,200,0,Android,2.0.02,(direct),Old User,Non-paid,钻石提现版本,True,True,False,False,2-3
54468064,1,1,2026-05-29 04:35:56.358,2026-05-29 04:35:56.358,1,0,0,0,100,0,Android,2.0.03,(direct),Old User,Non-paid,钻石提现版本,True,False,False,False,1
54568869,4,4,2026-05-29 14:19:49.415,2026-06-05 11:18:59.685,4,0,0,0,500,0,Android,2.0.03,google-play,Old User,Non-paid,钻石提现版本,True,True,False,False,4-5
55277327,1,1,2026-06-06 07:04:10.147,2026-06-06 07:04:10.147,1,0,0,0,200,0,Android,2.0.03,google-play,Old User,Paid,钻石提现版本,True,False,False,False,1
55359521,2,2,2026-06-09 02:13:34.334,2026-06-09 02:14:25.535,2,0,0,0,200,0,Android,2.0.03,google-play,Old User,Non-paid,钻石提现版本,True,True,False,False,2-3
55359808,10,10,2026-06-03 00:23:24.873,2026-06-03 00:24:19.562,10,0,0,0,1000,0,Android,2.0.05,google-play,Old User,Non-paid,钻石提现版本,True,True,True,True,10+
56061957,53,53,2026-05-29 02:34:06.330,2026-06-11 02:59:54.447,51,2,0,0,8150,3000,Android,2.0.02,AppReferral,Old User,Non-paid,钻石提现版本,True,True,False,True,10+
56953269,22,22,2026-06-01 16:33:17.878,2026-06-08 05:08:08.026,22,0,0,0,3350,0,Android,2.0.03,(direct),Old User,Non-paid,钻石提现版本,True,True,False,True,10+
57183670,2,0,2026-06-05 10:33:56.263,2026-06-05 10:34:31.287,0,0,2,2,0,3000,Android,2.0.02,(direct),Old User,Non-paid,钻石提现版本,False,True,False,False,2-3
57996124,12,0,2026-05-28 12:13:49.809,2026-06-09 01:02:35.314,11,0,1,12,1100,1500,Unknown,Unknown,Unknown,Old User,Non-paid,未知提现版本,False,True,False,True,10+
60160816,3,3,2026-05-29 06:23:46.184,2026-06-10 06:36:17.605,0,0,3,0,2100,4500,Android,2.0.03,google-play,Old User,Non-paid,钻石提现版本,True,True,False,False,2-3
60450559,10,10,2026-06-07 13:00:09.028,2026-06-09 06:36:38.611,8,0,2,0,4750,3000,Android,2.0.06,google-play,Old User,Non-paid,钻石提现版本,True,True,True,True,10+
60822117,1,1,2026-06-05 21:37:02.067,2026-06-05 21:37:02.067,0,0,1,0,500,1500,Android,2.0.06,google-play,Old User,Paid,钻石提现版本,True,False,False,False,1
61912324,6,6,2026-06-07 20:14:55.000,2026-06-07 20:22:35.792,0,6,0,0,2800,9000,iOS,1.9.76,(direct),Old User,Non-paid,钻石提现版本,True,True,False,False,6-9
