报告开始日期,活动结束日期,活动参与用户数,总抽取次数,免费unlock抽取次数,付费unlock抽取次数,钻石unlock抽取次数,coin抽取次数,钻石总产生量,总消耗量,刮奖完成用户数,二次抽用户数,满抽达成用户数_等于10次,抽取大于等于10次用户数,钻石提现版本参与用户数,信用分提现版本参与用户数,未知提现版本参与用户数,活动入口曝光UV_BigQuery,点击进入UV_BigQuery,点击率CTR_BigQuery,首抽转化率_混合口径
2026-05-21,2026-06-11,176,1399,805,75,519,56,656800.0,891000,159,113,12,42,68,55,53,6262,741,0.1183,0.2375
