corrected_draw_row_id,draw_id,real_acquire_time,real_apply_time,event_date,user_id,source,平台,registration_date,App版本,渠道,新老用户,付费状态,提现系统版本,unlock_type,unlock_type_original,apply_currency_type,apply_type_original,denomination,diamond,draw_count,unlock_draw_count,diamond_generated,total_consumption,diamond_consumed,coin_draw_count,scratch_completed,free_balance_consumed,coin_real_log_time,diamond_real_log_time,real_log_time
1,786583,2026-05-28 05:00:54.617,,2026-05-28,88107506,lucky_scratch_h5,Unknown,,Unknown,Unknown,Old User,Non-paid,未知提现版本,diamond_unlock,diamond_unlock,coin,coin,160,1600,1,1,1600,1500,1600,1,False,,,2026-05-28 05:00:54.578,2026-05-28 05:00:54.578
2,786585,2026-05-28 05:01:02.443,,2026-05-28,88107506,lucky_scratch_h5,Unknown,,Unknown,Unknown,Old User,Non-paid,未知提现版本,diamond_unlock,diamond_unlock,coin,coin,0,0,1,1,0,1500,0,1,False,,,2026-05-28 05:01:02.405,2026-05-28 05:01:02.405
3,786586,2026-05-28 05:01:06.347,,2026-05-28,88107506,lucky_scratch_h5,Unknown,,Unknown,Unknown,Old User,Non-paid,未知提现版本,diamond_unlock,diamond_unlock,coin,coin,0,0,1,1,0,1500,0,1,False,,,2026-05-28 05:01:06.307,2026-05-28 05:01:06.307
4,786592,2026-05-28 05:10:55.269,2026-05-28 05:11:25.515,2026-05-28,53871359,lucky_scratch_h5,Android,2026-04-22,2.0.03,(direct),Old User,Non-paid,钻石提现版本,free_unlock,free_unlock,diamond,diamond,10,100,1,1,100,0,100,0,True,100.0,2026-05-28 05:10:55.221,,2026-05-28 05:10:55.221
5,786594,2026-05-28 05:14:13.400,2026-05-28 05:14:27.009,2026-05-28,53871359,lucky_scratch_h5,Android,2026-04-22,2.0.03,(direct),Old User,Non-paid,钻石提现版本,free_unlock,free_unlock,diamond,diamond,10,100,1,1,100,0,100,0,True,100.0,2026-05-28 05:14:13.373,,2026-05-28 05:14:13.373
6,786596,2026-05-28 05:15:43.248,2026-05-28 05:15:52.381,2026-05-28,53871359,lucky_scratch_h5,Android,2026-04-22,2.0.03,(direct),Old User,Non-paid,钻石提现版本,free_unlock,free_unlock,diamond,diamond,10,100,1,1,100,0,100,0,True,100.0,2026-05-28 05:15:43.217,,2026-05-28 05:15:43.217
7,786610,2026-05-28 05:24:27.465,2026-05-28 05:24:35.082,2026-05-28,65492127,lucky_scratch_h5,Unknown,,Unknown,Unknown,Old User,Non-paid,未知提现版本,diamond_unlock,diamond_unlock,diamond,diamond,90,900,1,1,900,1500,900,0,True,,,2026-05-28 05:24:27.416,2026-05-28 05:24:27.416
8,786622,2026-05-28 05:34:13.385,2026-05-28 05:56:44.293,2026-05-28,88832065,lucky_scratch_h5,Android,,2.0.02,(direct),Old User,Non-paid,未知提现版本,diamond_unlock,diamond_unlock,diamond,diamond,160,1600,1,1,1600,1500,1600,0,True,,,2026-05-28 05:34:13.354,2026-05-28 05:34:13.354
9,786695,2026-05-28 05:57:07.325,,2026-05-28,22100626,lucky_scratch_h5,Unknown,,Unknown,Unknown,Old User,Non-paid,未知提现版本,diamond_unlock,diamond_unlock,coin,coin,160,1600,1,1,1600,1500,1600,1,False,,,2026-05-28 05:57:07.288,2026-05-28 05:57:07.288
10,786696,2026-05-28 05:57:15.683,,2026-05-28,22100626,lucky_scratch_h5,Unknown,,Unknown,Unknown,Old User,Non-paid,未知提现版本,free_unlock,free_unlock,coin,coin,10,100,1,1,100,0,100,1,False,100.0,2026-05-28 05:57:15.640,,2026-05-28 05:57:15.640
11,786697,2026-05-28 05:57:21.646,,2026-05-28,22100626,lucky_scratch_h5,Unknown,,Unknown,Unknown,Old User,Non-paid,未知提现版本,free_unlock,free_unlock,coin,coin,10,100,1,1,100,0,100,1,False,500.0,2026-05-28 05:57:21.599,,2026-05-28 05:57:21.599
12,786698,2026-05-28 05:57:21.674,2026-05-28 15:56:02.274,2026-05-28,22100626,lucky_scratch_h5,Unknown,,Unknown,Unknown,Old User,Non-paid,未知提现版本,free_unlock,free_unlock,diamond,diamond,70,700,1,1,700,0,700,0,True,500.0,2026-05-28 05:57:21.599,,2026-05-28 05:57:21.599
13,786699,2026-05-28 05:57:21.701,2026-05-28 15:55:47.608,2026-05-28,22100626,lucky_scratch_h5,Unknown,,Unknown,Unknown,Old User,Non-paid,未知提现版本,free_unlock,free_unlock,diamond,diamond,10,100,1,1,100,0,100,0,True,500.0,2026-05-28 05:57:21.599,,2026-05-28 05:57:21.599
14,786700,2026-05-28 05:57:21.729,,2026-05-28,22100626,lucky_scratch_h5,Unknown,,Unknown,Unknown,Old User,Non-paid,未知提现版本,free_unlock,free_unlock,coin,coin,10,100,1,1,100,0,100,1,False,500.0,2026-05-28 05:57:21.599,,2026-05-28 05:57:21.599
15,786701,2026-05-28 05:57:21.768,2026-05-28 15:55:28.647,2026-05-28,22100626,lucky_scratch_h5,Unknown,,Unknown,Unknown,Old User,Non-paid,未知提现版本,free_unlock,free_unlock,diamond,diamond,10,100,1,1,100,0,100,0,True,500.0,2026-05-28 05:57:21.599,,2026-05-28 05:57:21.599
16,786746,2026-05-28 06:05:26.484,2026-05-28 06:09:26.304,2026-05-28,17860161,lucky_scratch_h5,Android,,2.0.02,google-play,Old User,Non-paid,未知提现版本,diamond_unlock,diamond_unlock,diamond,diamond,50,500,1,1,500,1500,500,0,True,,,2026-05-28 06:05:26.451,2026-05-28 06:05:26.451
17,786757,2026-05-28 06:07:37.215,2026-05-28 06:09:15.374,2026-05-28,17860161,lucky_scratch_h5,Android,,2.0.02,google-play,Old User,Non-paid,未知提现版本,diamond_unlock,diamond_unlock,diamond,diamond,0,0,1,1,0,1500,0,0,True,,,2026-05-28 06:07:37.174,2026-05-28 06:07:37.174
18,786767,2026-05-28 06:12:54.156,2026-05-28 06:13:29.525,2026-05-28,24122391,lucky_scratch_h5,iOS,,1.9.74,(direct),Old User,Non-paid,未知提现版本,diamond_unlock,diamond_unlock,diamond,diamond,0,0,1,1,0,1500,0,0,True,,,2026-05-28 06:12:54.142,2026-05-28 06:12:54.142
19,786783,2026-05-28 06:17:28.352,2026-05-28 06:36:18.653,2026-05-28,87183791,lucky_scratch_h5,Unknown,,Unknown,Unknown,Old User,Non-paid,未知提现版本,diamond_unlock,diamond_unlock,diamond,diamond,430,4300,1,1,4300,1500,4300,0,True,,,2026-05-28 06:17:28.339,2026-05-28 06:17:28.339
20,786815,2026-05-28 06:31:25.310,2026-05-28 06:36:09.171,2026-05-28,87183791,lucky_scratch_h5,Unknown,,Unknown,Unknown,Old User,Non-paid,未知提现版本,diamond_unlock,diamond_unlock,diamond,diamond,0,0,1,1,0,1500,0,0,True,,,2026-05-28 06:31:25.297,2026-05-28 06:31:25.297
21,786816,2026-05-28 06:31:25.333,2026-05-28 06:36:01.606,2026-05-28,87183791,lucky_scratch_h5,Unknown,,Unknown,Unknown,Old User,Non-paid,未知提现版本,diamond_unlock,diamond_unlock,diamond,diamond,90,900,1,1,900,1500,900,0,True,,,2026-05-28 06:31:25.297,2026-05-28 06:31:25.297
22,786817,2026-05-28 06:31:25.361,2026-05-28 06:37:35.985,2026-05-28,87183791,lucky_scratch_h5,Unknown,,Unknown,Unknown,Old User,Non-paid,未知提现版本,diamond_unlock,diamond_unlock,diamond,diamond,200,2000,1,1,2000,1500,2000,0,True,,,2026-05-28 06:31:25.297,2026-05-28 06:31:25.297
23,786818,2026-05-28 06:31:25.374,2026-05-28 06:35:49.891,2026-05-28,87183791,lucky_scratch_h5,Unknown,,Unknown,Unknown,Old User,Non-paid,未知提现版本,diamond_unlock,diamond_unlock,diamond,diamond,90,900,1,1,900,1500,900,0,True,,,2026-05-28 06:31:25.297,2026-05-28 06:31:25.297
24,786819,2026-05-28 06:31:25.396,2026-05-28 06:35:38.430,2026-05-28,87183791,lucky_scratch_h5,Unknown,,Unknown,Unknown,Old User,Non-paid,未知提现版本,diamond_unlock,diamond_unlock,diamond,diamond,50,500,1,1,500,1500,500,0,True,,,2026-05-28 06:31:25.297,2026-05-28 06:31:25.297
25,786843,2026-05-28 06:37:19.326,2026-05-28 06:37:30.417,2026-05-28,87183791,lucky_scratch_h5,Unknown,,Unknown,Unknown,Old User,Non-paid,未知提现版本,diamond_unlock,diamond_unlock,diamond,diamond,0,0,1,1,0,1500,0,0,True,,,2026-05-28 06:37:19.313,2026-05-28 06:37:19.313
26,786845,2026-05-28 06:37:48.896,2026-05-28 06:37:55.344,2026-05-28,87183791,lucky_scratch_h5,Unknown,,Unknown,Unknown,Old User,Non-paid,未知提现版本,diamond_unlock,diamond_unlock,diamond,diamond,0,0,1,1,0,1500,0,0,True,,,2026-05-28 06:37:48.875,2026-05-28 06:37:48.875
27,786847,2026-05-28 06:38:03.540,2026-05-28 06:38:12.729,2026-05-28,87183791,lucky_scratch_h5,Unknown,,Unknown,Unknown,Old User,Non-paid,未知提现版本,diamond_unlock,diamond_unlock,diamond,diamond,90,900,1,1,900,1500,900,0,True,,,2026-05-28 06:38:03.509,2026-05-28 06:38:03.509
28,786848,2026-05-28 06:38:20.749,2026-05-28 06:38:30.989,2026-05-28,87183791,lucky_scratch_h5,Unknown,,Unknown,Unknown,Old User,Non-paid,未知提现版本,diamond_unlock,diamond_unlock,diamond,diamond,90,900,1,1,900,1500,900,0,True,,,2026-05-28 06:38:20.718,2026-05-28 06:38:20.718
29,786852,2026-05-28 06:40:38.970,2026-05-28 06:42:53.837,2026-05-28,43516139,lucky_scratch_h5,iOS,,1.9.73,(direct),Old User,Non-paid,未知提现版本,free_unlock,free_unlock,diamond,diamond,10,100,1,1,100,0,100,0,True,100.0,2026-05-28 06:40:38.919,,2026-05-28 06:40:38.919
30,786856,2026-05-28 06:41:58.165,2026-05-28 06:47:56.395,2026-05-28,43320466,lucky_scratch_h5,Android,,2.0.02,google,Old User,Non-paid,未知提现版本,diamond_unlock,diamond_unlock,diamond,diamond,710,7100,1,1,7100,1500,7100,0,True,,,2026-05-28 06:41:58.141,2026-05-28 06:41:58.141
31,786857,2026-05-28 06:41:58.188,2026-05-28 06:47:10.255,2026-05-28,43320466,lucky_scratch_h5,Android,,2.0.02,google,Old User,Non-paid,未知提现版本,diamond_unlock,diamond_unlock,diamond,diamond,0,0,1,1,0,1500,0,0,True,,,2026-05-28 06:41:58.141,2026-05-28 06:41:58.141
32,786858,2026-05-28 06:41:58.201,2026-05-28 06:47:22.002,2026-05-28,43320466,lucky_scratch_h5,Android,,2.0.02,google,Old User,Non-paid,未知提现版本,diamond_unlock,diamond_unlock,diamond,diamond,50,500,1,1,500,1500,500,0,True,,,2026-05-28 06:41:58.141,2026-05-28 06:41:58.141
33,786859,2026-05-28 06:41:58.235,2026-05-28 06:47:37.955,2026-05-28,43320466,lucky_scratch_h5,Android,,2.0.02,google,Old User,Non-paid,未知提现版本,diamond_unlock,diamond_unlock,diamond,diamond,0,0,1,1,0,1500,0,0,True,,,2026-05-28 06:41:58.141,2026-05-28 06:41:58.141
34,786860,2026-05-28 06:41:58.248,2026-05-28 06:44:48.581,2026-05-28,43320466,lucky_scratch_h5,Android,,2.0.02,google,Old User,Non-paid,未知提现版本,diamond_unlock,diamond_unlock,diamond,diamond,50,500,1,1,500,1500,500,0,True,,,2026-05-28 06:41:58.141,2026-05-28 06:41:58.141
35,786882,2026-05-28 06:45:39.984,2026-05-28 06:47:31.140,2026-05-28,54355445,lucky_scratch_h5,Android,2026-05-24,2.0.02,(direct),Old User,Non-paid,钻石提现版本,free_unlock,free_unlock,diamond,diamond,10,100,1,1,100,0,100,0,True,100.0,2026-05-28 06:45:39.943,,2026-05-28 06:45:39.943
36,786885,2026-05-28 06:46:04.818,2026-05-28 06:47:21.868,2026-05-28,54355445,lucky_scratch_h5,Android,2026-05-24,2.0.02,(direct),Old User,Non-paid,钻石提现版本,free_unlock,free_unlock,diamond,diamond,10,100,1,1,100,0,100,0,True,100.0,2026-05-28 06:46:04.791,,2026-05-28 06:46:04.791
37,786898,2026-05-28 06:48:59.440,,2026-05-28,77456038,lucky_scratch_h5,Unknown,,Unknown,Unknown,Old User,Non-paid,未知提现版本,diamond_unlock,diamond_unlock,coin,coin,200,2000,1,1,2000,1500,2000,1,False,,,2026-05-28 06:48:59.417,2026-05-28 06:48:59.417
38,786899,2026-05-28 06:49:05.085,,2026-05-28,77456038,lucky_scratch_h5,Unknown,,Unknown,Unknown,Old User,Non-paid,未知提现版本,diamond_unlock,diamond_unlock,coin,coin,0,0,1,1,0,1500,0,1,False,,,2026-05-28 06:49:05.055,2026-05-28 06:49:05.055
39,786900,2026-05-28 06:49:05.109,,2026-05-28,77456038,lucky_scratch_h5,Unknown,,Unknown,Unknown,Old User,Non-paid,未知提现版本,diamond_unlock,diamond_unlock,coin,coin,160,1600,1,1,1600,1500,1600,1,False,,,2026-05-28 06:49:05.055,2026-05-28 06:49:05.055
40,786901,2026-05-28 06:49:05.122,,2026-05-28,77456038,lucky_scratch_h5,Unknown,,Unknown,Unknown,Old User,Non-paid,未知提现版本,diamond_unlock,diamond_unlock,coin,coin,0,0,1,1,0,1500,0,1,False,,,2026-05-28 06:49:05.055,2026-05-28 06:49:05.055
41,786902,2026-05-28 06:49:05.160,,2026-05-28,77456038,lucky_scratch_h5,Unknown,,Unknown,Unknown,Old User,Non-paid,未知提现版本,diamond_unlock,diamond_unlock,coin,coin,0,0,1,1,0,1500,0,1,False,,,2026-05-28 06:49:05.055,2026-05-28 06:49:05.055
42,786903,2026-05-28 06:49:05.183,,2026-05-28,77456038,lucky_scratch_h5,Unknown,,Unknown,Unknown,Old User,Non-paid,未知提现版本,diamond_unlock,diamond_unlock,coin,coin,90,900,1,1,900,1500,900,1,False,,,2026-05-28 06:49:05.055,2026-05-28 06:49:05.055
43,786904,2026-05-28 06:49:22.531,,2026-05-28,77456038,lucky_scratch_h5,Unknown,,Unknown,Unknown,Old User,Non-paid,未知提现版本,diamond_unlock,diamond_unlock,coin,coin,90,900,1,1,900,1500,900,1,False,,,2026-05-28 06:49:22.500,2026-05-28 06:49:22.500
44,786905,2026-05-28 06:49:58.513,,2026-05-28,77456038,lucky_scratch_h5,Unknown,,Unknown,Unknown,Old User,Non-paid,未知提现版本,diamond_unlock,diamond_unlock,coin,coin,90,900,1,1,900,1500,900,1,False,,,2026-05-28 06:49:58.490,2026-05-28 06:49:58.490
45,786916,2026-05-28 06:55:20.752,2026-05-28 09:57:34.370,2026-05-28,68114009,lucky_scratch_h5,Unknown,,Unknown,Unknown,Old User,Non-paid,未知提现版本,free_unlock,free_unlock,diamond,diamond,50,500,1,1,500,0,500,0,True,100.0,2026-05-28 06:55:20.693,,2026-05-28 06:55:20.693
46,786930,2026-05-28 07:00:20.175,2026-05-28 07:10:26.716,2026-05-28,65492127,lucky_scratch_h5,Unknown,,Unknown,Unknown,Old User,Non-paid,未知提现版本,free_unlock,free_unlock,diamond,diamond,10,100,1,1,100,0,100,0,True,100.0,2026-05-28 07:00:20.106,,2026-05-28 07:00:20.106
47,786967,2026-05-28 07:21:42.453,2026-05-28 07:24:45.448,2026-05-28,50843916,lucky_scratch_h5,Android,2026-03-19,2.0.03,google-play,Old User,Non-paid,信用分提现版本,diamond_unlock,diamond_unlock,diamond,diamond,90,900,1,1,900,1500,900,0,True,,,2026-05-28 07:21:42.440,2026-05-28 07:21:42.440
48,786968,2026-05-28 07:21:42.475,2026-05-28 07:24:37.654,2026-05-28,50843916,lucky_scratch_h5,Android,2026-03-19,2.0.03,google-play,Old User,Non-paid,信用分提现版本,diamond_unlock,diamond_unlock,diamond,diamond,70,700,1,1,700,1500,700,0,True,,,2026-05-28 07:21:42.440,2026-05-28 07:21:42.440
49,786969,2026-05-28 07:21:42.490,2026-05-28 07:24:28.256,2026-05-28,50843916,lucky_scratch_h5,Android,2026-03-19,2.0.03,google-play,Old User,Non-paid,信用分提现版本,diamond_unlock,diamond_unlock,diamond,diamond,0,0,1,1,0,1500,0,0,True,,,2026-05-28 07:21:42.440,2026-05-28 07:21:42.440
50,786970,2026-05-28 07:21:42.503,2026-05-28 07:24:24.266,2026-05-28,50843916,lucky_scratch_h5,Android,2026-03-19,2.0.03,google-play,Old User,Non-paid,信用分提现版本,diamond_unlock,diamond_unlock,diamond,diamond,0,0,1,1,0,1500,0,0,True,,,2026-05-28 07:21:42.440,2026-05-28 07:21:42.440
51,786971,2026-05-28 07:21:42.516,2026-05-28 07:24:17.425,2026-05-28,50843916,lucky_scratch_h5,Android,2026-03-19,2.0.03,google-play,Old User,Non-paid,信用分提现版本,diamond_unlock,diamond_unlock,diamond,diamond,0,0,1,1,0,1500,0,0,True,,,2026-05-28 07:21:42.440,2026-05-28 07:21:42.440
52,787000,2026-05-28 07:28:48.088,2026-05-28 07:32:36.164,2026-05-28,97965624,lucky_scratch_h5,Unknown,,Unknown,Unknown,Old User,Non-paid,未知提现版本,free_unlock,free_unlock,diamond,diamond,10,100,1,1,100,0,100,0,True,500.0,2026-05-28 07:28:48.061,,2026-05-28 07:28:48.061
53,787001,2026-05-28 07:28:48.103,2026-05-28 07:32:29.466,2026-05-28,97965624,lucky_scratch_h5,Unknown,,Unknown,Unknown,Old User,Non-paid,未知提现版本,free_unlock,free_unlock,diamond,diamond,10,100,1,1,100,0,100,0,True,500.0,2026-05-28 07:28:48.061,,2026-05-28 07:28:48.061
54,787002,2026-05-28 07:28:48.125,2026-05-28 07:32:22.821,2026-05-28,97965624,lucky_scratch_h5,Unknown,,Unknown,Unknown,Old User,Non-paid,未知提现版本,free_unlock,free_unlock,diamond,diamond,10,100,1,1,100,0,100,0,True,500.0,2026-05-28 07:28:48.061,,2026-05-28 07:28:48.061
55,787003,2026-05-28 07:28:48.139,2026-05-28 07:32:15.819,2026-05-28,97965624,lucky_scratch_h5,Unknown,,Unknown,Unknown,Old User,Non-paid,未知提现版本,free_unlock,free_unlock,diamond,diamond,10,100,1,1,100,0,100,0,True,500.0,2026-05-28 07:28:48.061,,2026-05-28 07:28:48.061
56,787004,2026-05-28 07:28:48.152,2026-05-28 07:32:09.317,2026-05-28,97965624,lucky_scratch_h5,Unknown,,Unknown,Unknown,Old User,Non-paid,未知提现版本,free_unlock,free_unlock,diamond,diamond,60,600,1,1,600,0,600,0,True,500.0,2026-05-28 07:28:48.061,,2026-05-28 07:28:48.061
57,787018,2026-05-28 07:31:10.020,2026-05-28 07:32:03.188,2026-05-28,97965624,lucky_scratch_h5,Unknown,,Unknown,Unknown,Old User,Non-paid,未知提现版本,free_unlock,free_unlock,diamond,diamond,10,100,1,1,100,0,100,0,True,500.0,2026-05-28 07:31:09.981,,2026-05-28 07:31:09.981
58,787019,2026-05-28 07:31:10.042,2026-05-28 07:31:56.301,2026-05-28,97965624,lucky_scratch_h5,Unknown,,Unknown,Unknown,Old User,Non-paid,未知提现版本,free_unlock,free_unlock,diamond,diamond,10,100,1,1,100,0,100,0,True,500.0,2026-05-28 07:31:09.981,,2026-05-28 07:31:09.981
59,787020,2026-05-28 07:31:10.055,2026-05-28 07:31:48.750,2026-05-28,97965624,lucky_scratch_h5,Unknown,,Unknown,Unknown,Old User,Non-paid,未知提现版本,free_unlock,free_unlock,diamond,diamond,10,100,1,1,100,0,100,0,True,500.0,2026-05-28 07:31:09.981,,2026-05-28 07:31:09.981
60,787021,2026-05-28 07:31:10.069,2026-05-29 07:04:23.400,2026-05-28,97965624,lucky_scratch_h5,Unknown,,Unknown,Unknown,Old User,Non-paid,未知提现版本,free_unlock,free_unlock,diamond,diamond,10,100,1,1,100,0,100,0,True,500.0,2026-05-28 07:31:09.981,,2026-05-28 07:31:09.981
61,787022,2026-05-28 07:31:10.101,2026-05-28 07:31:41.608,2026-05-28,97965624,lucky_scratch_h5,Unknown,,Unknown,Unknown,Old User,Non-paid,未知提现版本,free_unlock,free_unlock,diamond,diamond,10,100,1,1,100,0,100,0,True,500.0,2026-05-28 07:31:09.981,,2026-05-28 07:31:09.981
62,787051,2026-05-28 07:37:31.146,2026-05-28 07:40:47.082,2026-05-28,72855925,lucky_scratch_h5,Android,,2.0.00,(direct),Old User,Non-paid,未知提现版本,diamond_unlock,diamond_unlock,diamond,diamond,0,0,1,1,0,1500,0,0,True,,,2026-05-28 07:37:31.124,2026-05-28 07:37:31.124
63,787205,2026-05-28 09:27:39.535,2026-05-28 09:33:32.169,2026-05-28,68375533,lucky_scratch_h5,Android,,1.9.99,(direct),Old User,Non-paid,未知提现版本,diamond_unlock,diamond_unlock,diamond,diamond,50,500,1,1,500,1500,500,0,True,,,2026-05-28 09:27:39.514,2026-05-28 09:27:39.514
64,787206,2026-05-28 09:27:51.838,,2026-05-28,97141733,lucky_scratch_h5,iOS,,1.9.74,(direct),New User,Non-paid,未知提现版本,free_unlock,free_unlock,coin,coin,10,100,1,1,100,0,100,1,False,100.0,2026-05-28 09:27:51.796,,2026-05-28 09:27:51.796
65,787342,2026-05-28 11:21:30.759,2026-06-01 13:00:50.224,2026-05-28,67241507,lucky_scratch_h5,Android,,2.0.02,(direct),Old User,Non-paid,未知提现版本,free_unlock,free_unlock,diamond,diamond,10,100,1,1,100,0,100,0,True,100.0,2026-05-28 11:21:30.730,,2026-05-28 11:21:30.730
66,787343,2026-05-28 11:21:57.598,2026-06-01 12:58:24.127,2026-05-28,67241507,lucky_scratch_h5,Android,,2.0.02,(direct),Old User,Non-paid,未知提现版本,free_unlock,free_unlock,diamond,diamond,10,100,1,1,100,0,100,0,True,100.0,2026-05-28 11:21:57.568,,2026-05-28 11:21:57.568
67,787344,2026-05-28 11:22:47.219,2026-06-01 12:58:07.685,2026-05-28,67241507,lucky_scratch_h5,Android,,2.0.02,(direct),Old User,Non-paid,未知提现版本,free_unlock,free_unlock,diamond,diamond,10,100,1,1,100,0,100,0,True,100.0,2026-05-28 11:22:47.184,,2026-05-28 11:22:47.184
68,787345,2026-05-28 11:23:15.050,2026-06-01 12:57:50.806,2026-05-28,67241507,lucky_scratch_h5,Android,,2.0.02,(direct),Old User,Non-paid,未知提现版本,free_unlock,free_unlock,diamond,diamond,80,800,1,1,800,0,800,0,True,100.0,2026-05-28 11:23:15.009,,2026-05-28 11:23:15.009
69,787372,2026-05-28 12:02:00.550,2026-05-28 12:05:25.965,2026-05-28,45402727,lucky_scratch_h5,Android,2026-06-07,2.0.02,google-play,Old User,Non-paid,钻石提现版本,paid_unlock,paid_unlock,diamond,diamond,90,900,1,1,900,1500,900,0,True,,2026-05-28 12:02:00.521,,2026-05-28 12:02:00.521
70,787375,2026-05-28 12:06:32.346,2026-05-28 12:08:30.258,2026-05-28,45402727,lucky_scratch_h5,Android,2026-06-07,2.0.02,google-play,Old User,Non-paid,钻石提现版本,diamond_unlock,diamond_unlock,diamond,diamond,0,0,1,1,0,1500,0,0,True,,,2026-05-28 12:06:32.333,2026-05-28 12:06:32.333
71,787414,2026-05-28 12:13:49.809,,2026-05-28,57996124,lucky_scratch_h5,Unknown,,Unknown,Unknown,Old User,Non-paid,未知提现版本,diamond_unlock,diamond_unlock,coin,coin,0,0,1,1,0,1500,0,1,False,,,2026-05-28 12:13:49.773,2026-05-28 12:13:49.773
72,787435,2026-05-28 12:17:19.271,2026-05-29 07:58:59.348,2026-05-28,88832065,lucky_scratch_h5,Android,,2.0.02,(direct),Old User,Non-paid,未知提现版本,diamond_unlock,diamond_unlock,diamond,diamond,0,0,1,1,0,1500,0,0,True,,,2026-05-28 12:17:19.248,2026-05-28 12:17:19.248
73,787437,2026-05-28 12:17:22.374,2026-05-28 12:17:36.893,2026-05-28,54332232,lucky_scratch_h5,Android,2025-04-08,2.0.03,(direct),Old User,Non-paid,信用分提现版本,free_unlock,free_unlock,diamond,diamond,20,200,1,1,200,0,200,0,True,100.0,2026-05-28 12:17:22.319,,2026-05-28 12:17:22.319
74,787460,2026-05-28 12:27:03.298,2026-05-30 01:28:14.715,2026-05-28,77738762,lucky_scratch_h5,Android,2026-06-07,2.0.01,(direct),Old User,Non-paid,钻石提现版本,diamond_unlock,diamond_unlock,diamond,diamond,90,900,1,1,900,1500,900,0,True,,,2026-05-28 12:27:03.263,2026-05-28 12:27:03.263
75,787462,2026-05-28 12:27:29.121,2026-05-29 07:58:47.781,2026-05-28,88832065,lucky_scratch_h5,Android,,2.0.02,(direct),Old User,Non-paid,未知提现版本,diamond_unlock,diamond_unlock,diamond,diamond,50,500,1,1,500,1500,500,0,True,,,2026-05-28 12:27:29.086,2026-05-28 12:27:29.086
76,787463,2026-05-28 12:27:50.213,2026-05-29 07:58:38.472,2026-05-28,88832065,lucky_scratch_h5,Android,,2.0.02,(direct),Old User,Non-paid,未知提现版本,diamond_unlock,diamond_unlock,diamond,diamond,50,500,1,1,500,1500,500,0,True,,,2026-05-28 12:27:50.201,2026-05-28 12:27:50.201
77,787513,2026-05-28 12:48:03.874,2026-05-28 12:48:20.561,2026-05-28,25621462,lucky_scratch_h5,Android,,2.0.03,google-play,Old User,Non-paid,未知提现版本,diamond_unlock,diamond_unlock,diamond,diamond,90,900,1,1,900,1500,900,0,True,,,2026-05-28 12:48:03.840,2026-05-28 12:48:03.840
78,787623,2026-05-28 13:59:22.124,2026-05-28 14:00:16.804,2026-05-28,17860161,lucky_scratch_h5,Android,,2.0.02,google-play,Old User,Non-paid,未知提现版本,diamond_unlock,diamond_unlock,diamond,diamond,0,0,1,1,0,1500,0,0,True,,,2026-05-28 13:59:22.094,2026-05-28 13:59:22.094
79,787624,2026-05-28 13:59:37.652,2026-05-28 13:59:51.360,2026-05-28,84987126,lucky_scratch_h5,Android,,2.0.03,google-play,New User,Paid,未知提现版本,free_unlock,free_unlock,diamond,diamond,20,200,1,1,200,0,200,0,True,100.0,2026-05-28 13:59:37.604,,2026-05-28 13:59:37.604
80,787701,2026-05-28 15:01:43.786,2026-05-28 15:04:56.248,2026-05-28,49768930,lucky_scratch_h5,Android,2026-05-22,2.0.02,(direct),Old User,Non-paid,钻石提现版本,diamond_unlock,diamond_unlock,diamond,diamond,0,0,1,1,0,1500,0,0,True,,,2026-05-28 15:01:43.753,2026-05-28 15:01:43.753
81,787702,2026-05-28 15:05:52.966,2026-05-28 15:12:21.248,2026-05-28,49768930,lucky_scratch_h5,Android,2026-05-22,2.0.02,(direct),Old User,Non-paid,钻石提现版本,paid_unlock,paid_unlock,diamond,diamond,0,0,1,1,0,1500,0,0,True,,2026-05-28 15:05:52.933,,2026-05-28 15:05:52.933
82,787703,2026-05-28 15:05:52.988,2026-05-28 15:12:05.745,2026-05-28,49768930,lucky_scratch_h5,Android,2026-05-22,2.0.02,(direct),Old User,Non-paid,钻石提现版本,paid_unlock,paid_unlock,diamond,diamond,0,0,1,1,0,1500,0,0,True,,2026-05-28 15:05:52.933,,2026-05-28 15:05:52.933
83,787704,2026-05-28 15:05:53.012,2026-05-28 15:11:39.080,2026-05-28,49768930,lucky_scratch_h5,Android,2026-05-22,2.0.02,(direct),Old User,Non-paid,钻石提现版本,paid_unlock,paid_unlock,diamond,diamond,50,500,1,1,500,1500,500,0,True,,2026-05-28 15:05:52.933,,2026-05-28 15:05:52.933
84,787705,2026-05-28 15:05:53.025,2026-05-28 15:11:17.092,2026-05-28,49768930,lucky_scratch_h5,Android,2026-05-22,2.0.02,(direct),Old User,Non-paid,钻石提现版本,paid_unlock,paid_unlock,diamond,diamond,90,900,1,1,900,1500,900,0,True,,2026-05-28 15:05:52.933,,2026-05-28 15:05:52.933
85,787706,2026-05-28 15:05:53.050,2026-05-28 15:10:44.762,2026-05-28,49768930,lucky_scratch_h5,Android,2026-05-22,2.0.02,(direct),Old User,Non-paid,钻石提现版本,paid_unlock,paid_unlock,diamond,diamond,0,0,1,1,0,1500,0,0,True,,2026-05-28 15:05:52.933,,2026-05-28 15:05:52.933
