corrected_draw_row_id,draw_id,real_acquire_time,real_apply_time,event_date,user_id,source,平台,registration_date,App版本,渠道,新老用户,付费状态,提现系统版本,unlock_type,unlock_type_original,apply_currency_type,apply_type_original,denomination,diamond,draw_count,unlock_draw_count,diamond_generated,total_consumption,diamond_consumed,coin_draw_count,scratch_completed,free_balance_consumed,coin_real_log_time,diamond_real_log_time,real_log_time
248,790122,2026-05-30 03:30:43.158,2026-05-30 03:31:44.887,2026-05-30,56061957,lucky_scratch_h5,Android,2025-04-11,2.0.02,AppReferral,Old User,Non-paid,信用分提现版本,free_unlock,free_unlock,diamond,diamond,60,600,1,1,600,0,600,0,True,100.0,2026-05-30 03:30:43.115,,2026-05-30 03:30:43.115
249,790123,2026-05-30 03:30:53.218,2026-05-30 03:31:33.147,2026-05-30,56061957,lucky_scratch_h5,Android,2025-04-11,2.0.02,AppReferral,Old User,Non-paid,信用分提现版本,free_unlock,free_unlock,diamond,diamond,10,100,1,1,100,0,100,0,True,100.0,2026-05-30 03:30:53.170,,2026-05-30 03:30:53.170
250,790124,2026-05-30 03:30:57.475,2026-05-30 03:31:13.773,2026-05-30,56061957,lucky_scratch_h5,Android,2025-04-11,2.0.02,AppReferral,Old User,Non-paid,信用分提现版本,free_unlock,free_unlock,diamond,diamond,10,100,1,1,100,0,100,0,True,100.0,2026-05-30 03:30:57.445,,2026-05-30 03:30:57.445
251,790158,2026-05-30 03:56:08.440,,2026-05-30,86232504,lucky_scratch_h5,iOS,,1.9.74,(direct),Old User,Non-paid,未知提现版本,diamond_unlock,diamond_unlock,coin,coin,200,2000,1,1,2000,1500,2000,1,False,,,2026-05-30 03:56:08.416,2026-05-30 03:56:08.416
252,790159,2026-05-30 04:03:20.690,2026-05-30 04:03:40.052,2026-05-30,53267234,lucky_scratch_h5,Android,2025-02-03,2.0.03,google-play,Old User,Non-paid,信用分提现版本,diamond_unlock,diamond_unlock,diamond,diamond,200,2000,1,1,2000,1500,2000,0,True,,,2026-05-30 04:03:20.666,2026-05-30 04:03:20.666
253,790192,2026-05-30 04:37:29.622,2026-05-30 04:41:16.095,2026-05-30,85542496,lucky_scratch_h5,Android,,2.0.02,(direct),Old User,Non-paid,未知提现版本,paid_unlock,paid_unlock,diamond,diamond,0,0,1,1,0,1500,0,0,True,,2026-05-30 04:37:29.598,,2026-05-30 04:37:29.598
254,790193,2026-05-30 04:37:53.219,2026-05-30 04:40:55.658,2026-05-30,85542496,lucky_scratch_h5,Android,,2.0.02,(direct),Old User,Non-paid,未知提现版本,paid_unlock,paid_unlock,diamond,diamond,0,0,1,1,0,1500,0,0,True,,2026-05-30 04:37:53.196,,2026-05-30 04:37:53.196
255,790195,2026-05-30 04:39:37.985,2026-05-30 04:43:20.137,2026-05-30,85542496,lucky_scratch_h5,Android,,2.0.02,(direct),Old User,Non-paid,未知提现版本,paid_unlock,paid_unlock,diamond,diamond,490,4900,1,1,4900,1500,4900,0,True,,2026-05-30 04:39:37.963,,2026-05-30 04:39:37.963
256,790321,2026-05-30 06:00:04.915,2026-05-30 06:03:27.317,2026-05-30,86921481,lucky_scratch_h5,Android,2025-12-05,2.0.02,AppReferral,Old User,Non-paid,信用分提现版本,free_unlock,free_unlock,diamond,diamond,10,100,1,1,100,0,100,0,True,500.0,2026-05-30 06:00:04.898,,2026-05-30 06:00:04.898
257,790322,2026-05-30 06:00:04.927,2026-05-30 06:03:19.721,2026-05-30,86921481,lucky_scratch_h5,Android,2025-12-05,2.0.02,AppReferral,Old User,Non-paid,信用分提现版本,free_unlock,free_unlock,diamond,diamond,10,100,1,1,100,0,100,0,True,500.0,2026-05-30 06:00:04.898,,2026-05-30 06:00:04.898
258,790323,2026-05-30 06:00:04.950,2026-05-30 06:03:07.946,2026-05-30,86921481,lucky_scratch_h5,Android,2025-12-05,2.0.02,AppReferral,Old User,Non-paid,信用分提现版本,free_unlock,free_unlock,diamond,diamond,10,100,1,1,100,0,100,0,True,500.0,2026-05-30 06:00:04.898,,2026-05-30 06:00:04.898
259,790324,2026-05-30 06:00:04.963,2026-05-30 06:02:59.595,2026-05-30,86921481,lucky_scratch_h5,Android,2025-12-05,2.0.02,AppReferral,Old User,Non-paid,信用分提现版本,free_unlock,free_unlock,diamond,diamond,10,100,1,1,100,0,100,0,True,500.0,2026-05-30 06:00:04.898,,2026-05-30 06:00:04.898
260,790325,2026-05-30 06:00:04.975,2026-05-30 06:02:19.957,2026-05-30,86921481,lucky_scratch_h5,Android,2025-12-05,2.0.02,AppReferral,Old User,Non-paid,信用分提现版本,free_unlock,free_unlock,diamond,diamond,10,100,1,1,100,0,100,0,True,500.0,2026-05-30 06:00:04.898,,2026-05-30 06:00:04.898
261,790326,2026-05-30 06:00:13.015,2026-05-30 06:02:08.314,2026-05-30,86921481,lucky_scratch_h5,Android,2025-12-05,2.0.02,AppReferral,Old User,Non-paid,信用分提现版本,free_unlock,free_unlock,diamond,diamond,10,100,1,1,100,0,100,0,True,500.0,2026-05-30 06:00:12.976,,2026-05-30 06:00:12.976
262,790327,2026-05-30 06:00:13.038,2026-05-30 06:01:59.824,2026-05-30,86921481,lucky_scratch_h5,Android,2025-12-05,2.0.02,AppReferral,Old User,Non-paid,信用分提现版本,free_unlock,free_unlock,diamond,diamond,10,100,1,1,100,0,100,0,True,500.0,2026-05-30 06:00:12.976,,2026-05-30 06:00:12.976
263,790328,2026-05-30 06:00:13.052,2026-05-30 06:01:51.970,2026-05-30,86921481,lucky_scratch_h5,Android,2025-12-05,2.0.02,AppReferral,Old User,Non-paid,信用分提现版本,free_unlock,free_unlock,diamond,diamond,10,100,1,1,100,0,100,0,True,500.0,2026-05-30 06:00:12.976,,2026-05-30 06:00:12.976
264,790329,2026-05-30 06:00:13.085,2026-05-30 06:01:37.566,2026-05-30,86921481,lucky_scratch_h5,Android,2025-12-05,2.0.02,AppReferral,Old User,Non-paid,信用分提现版本,free_unlock,free_unlock,diamond,diamond,10,100,1,1,100,0,100,0,True,500.0,2026-05-30 06:00:12.976,,2026-05-30 06:00:12.976
265,790330,2026-05-30 06:00:13.097,2026-05-30 06:01:28.277,2026-05-30,86921481,lucky_scratch_h5,Android,2025-12-05,2.0.02,AppReferral,Old User,Non-paid,信用分提现版本,free_unlock,free_unlock,diamond,diamond,10,100,1,1,100,0,100,0,True,500.0,2026-05-30 06:00:12.976,,2026-05-30 06:00:12.976
266,790425,2026-05-30 06:53:18.693,2026-05-30 06:53:56.839,2026-05-30,71284315,lucky_scratch_h5,Android,2025-02-14,2.0.03,(direct),Old User,Non-paid,信用分提现版本,free_unlock,free_unlock,diamond,diamond,10,100,1,1,100,0,100,0,True,500.0,2026-05-30 06:53:18.666,,2026-05-30 06:53:18.666
267,790426,2026-05-30 06:53:18.707,2026-05-30 06:53:50.340,2026-05-30,71284315,lucky_scratch_h5,Android,2025-02-14,2.0.03,(direct),Old User,Non-paid,信用分提现版本,free_unlock,free_unlock,diamond,diamond,10,100,1,1,100,0,100,0,True,500.0,2026-05-30 06:53:18.666,,2026-05-30 06:53:18.666
268,790427,2026-05-30 06:53:18.743,2026-05-30 06:53:42.994,2026-05-30,71284315,lucky_scratch_h5,Android,2025-02-14,2.0.03,(direct),Old User,Non-paid,信用分提现版本,free_unlock,free_unlock,diamond,diamond,10,100,1,1,100,0,100,0,True,500.0,2026-05-30 06:53:18.666,,2026-05-30 06:53:18.666
269,790428,2026-05-30 06:53:18.757,2026-05-30 06:53:36.118,2026-05-30,71284315,lucky_scratch_h5,Android,2025-02-14,2.0.03,(direct),Old User,Non-paid,信用分提现版本,free_unlock,free_unlock,diamond,diamond,10,100,1,1,100,0,100,0,True,500.0,2026-05-30 06:53:18.666,,2026-05-30 06:53:18.666
270,790429,2026-05-30 06:53:18.770,2026-05-30 06:53:28.377,2026-05-30,71284315,lucky_scratch_h5,Android,2025-02-14,2.0.03,(direct),Old User,Non-paid,信用分提现版本,free_unlock,free_unlock,diamond,diamond,10,100,1,1,100,0,100,0,True,500.0,2026-05-30 06:53:18.666,,2026-05-30 06:53:18.666
271,790436,2026-05-30 06:54:42.755,2026-05-30 06:55:52.610,2026-05-30,71284315,lucky_scratch_h5,Android,2025-02-14,2.0.03,(direct),Old User,Non-paid,信用分提现版本,free_unlock,free_unlock,diamond,diamond,10,100,1,1,100,0,100,0,True,500.0,2026-05-30 06:54:42.711,,2026-05-30 06:54:42.711
272,790437,2026-05-30 06:54:42.777,2026-05-30 06:55:44.905,2026-05-30,71284315,lucky_scratch_h5,Android,2025-02-14,2.0.03,(direct),Old User,Non-paid,信用分提现版本,free_unlock,free_unlock,diamond,diamond,10,100,1,1,100,0,100,0,True,500.0,2026-05-30 06:54:42.711,,2026-05-30 06:54:42.711
273,790438,2026-05-30 06:54:42.800,2026-05-30 06:55:36.949,2026-05-30,71284315,lucky_scratch_h5,Android,2025-02-14,2.0.03,(direct),Old User,Non-paid,信用分提现版本,free_unlock,free_unlock,diamond,diamond,50,500,1,1,500,0,500,0,True,500.0,2026-05-30 06:54:42.711,,2026-05-30 06:54:42.711
274,790439,2026-05-30 06:54:42.811,2026-05-30 06:55:29.015,2026-05-30,71284315,lucky_scratch_h5,Android,2025-02-14,2.0.03,(direct),Old User,Non-paid,信用分提现版本,free_unlock,free_unlock,diamond,diamond,10,100,1,1,100,0,100,0,True,500.0,2026-05-30 06:54:42.711,,2026-05-30 06:54:42.711
275,790440,2026-05-30 06:54:42.834,2026-05-30 06:54:52.635,2026-05-30,71284315,lucky_scratch_h5,Android,2025-02-14,2.0.03,(direct),Old User,Non-paid,信用分提现版本,free_unlock,free_unlock,diamond,diamond,10,100,1,1,100,0,100,0,True,500.0,2026-05-30 06:54:42.711,,2026-05-30 06:54:42.711
276,790499,2026-05-30 07:41:36.921,2026-06-13 12:19:16.325,2026-05-30,27835983,lucky_scratch_h5,Android,,2.0.02,getit,Old User,Non-paid,未知提现版本,diamond_unlock,diamond_unlock,diamond,diamond,50,500,1,1,500,1500,500,0,True,,,2026-05-30 07:41:36.906,2026-05-30 07:41:36.906
277,790506,2026-05-30 07:42:54.704,2026-06-13 12:19:04.767,2026-05-30,27835983,lucky_scratch_h5,Android,,2.0.02,getit,Old User,Non-paid,未知提现版本,free_unlock,free_unlock,diamond,diamond,10,100,1,1,100,0,100,0,True,100.0,2026-05-30 07:42:54.674,,2026-05-30 07:42:54.674
278,790522,2026-05-30 07:44:28.792,2026-06-13 12:18:51.060,2026-05-30,27835983,lucky_scratch_h5,Android,,2.0.02,getit,Old User,Non-paid,未知提现版本,free_unlock,free_unlock,diamond,diamond,10,100,1,1,100,0,100,0,True,100.0,2026-05-30 07:44:28.725,,2026-05-30 07:44:28.725
279,790594,2026-05-30 08:33:11.672,2026-05-30 08:33:28.836,2026-05-30,51949048,lucky_scratch_h5,Android,,2.0.03,(direct),Old User,Paid,未知提现版本,diamond_unlock,diamond_unlock,diamond,diamond,0,0,1,1,0,1500,0,0,True,,,2026-05-30 08:33:11.659,2026-05-30 08:33:11.659
280,790632,2026-05-30 08:57:11.684,2026-05-30 08:57:20.845,2026-05-30,27222100,lucky_scratch_h5,Android,2026-05-30,2.0.03,google-play,New User,Non-paid,钻石提现版本,diamond_unlock,diamond_unlock,diamond,diamond,260,2600,1,1,2600,1500,2600,0,True,,,2026-05-30 08:57:11.632,2026-05-30 08:57:11.632
281,790633,2026-05-30 08:58:05.818,2026-05-30 08:58:17.134,2026-05-30,27222100,lucky_scratch_h5,Android,2026-05-30,2.0.03,google-play,New User,Non-paid,钻石提现版本,diamond_unlock,diamond_unlock,diamond,diamond,50,500,1,1,500,1500,500,0,True,,,2026-05-30 08:58:05.771,2026-05-30 08:58:05.771
282,790634,2026-05-30 08:58:44.315,2026-05-30 08:58:57.567,2026-05-30,27222100,lucky_scratch_h5,Android,2026-05-30,2.0.03,google-play,New User,Non-paid,钻石提现版本,diamond_unlock,diamond_unlock,diamond,diamond,200,2000,1,1,2000,1500,2000,0,True,,,2026-05-30 08:58:44.260,2026-05-30 08:58:44.260
283,790770,2026-05-30 10:44:47.017,2026-05-30 10:45:13.509,2026-05-30,54326740,lucky_scratch_h5,Android,,2.0.02,(direct),Old User,Paid,未知提现版本,free_unlock,free_unlock,diamond,diamond,10,100,1,1,100,0,100,0,True,100.0,2026-05-30 10:44:46.986,,2026-05-30 10:44:46.986
284,790775,2026-05-30 10:45:43.401,2026-05-30 10:45:59.322,2026-05-30,54326740,lucky_scratch_h5,Android,,2.0.02,(direct),Old User,Paid,未知提现版本,free_unlock,free_unlock,diamond,diamond,50,500,1,1,500,0,500,0,True,100.0,2026-05-30 10:45:43.375,,2026-05-30 10:45:43.375
285,790784,2026-05-30 10:50:34.880,2026-05-30 10:52:52.932,2026-05-30,44215364,lucky_scratch_h5,Android,2025-05-08,2.0.03,(direct),Old User,Non-paid,信用分提现版本,diamond_unlock,diamond_unlock,diamond,diamond,120,1200,1,1,1200,1500,1200,0,True,,,2026-05-30 10:50:34.856,2026-05-30 10:50:34.856
286,790785,2026-05-30 10:50:34.905,2026-05-30 10:52:43.913,2026-05-30,44215364,lucky_scratch_h5,Android,2025-05-08,2.0.03,(direct),Old User,Non-paid,信用分提现版本,diamond_unlock,diamond_unlock,diamond,diamond,90,900,1,1,900,1500,900,0,True,,,2026-05-30 10:50:34.856,2026-05-30 10:50:34.856
287,790786,2026-05-30 10:50:34.928,2026-05-30 10:52:33.479,2026-05-30,44215364,lucky_scratch_h5,Android,2025-05-08,2.0.03,(direct),Old User,Non-paid,信用分提现版本,diamond_unlock,diamond_unlock,diamond,diamond,0,0,1,1,0,1500,0,0,True,,,2026-05-30 10:50:34.856,2026-05-30 10:50:34.856
288,790787,2026-05-30 10:50:34.941,2026-05-30 10:52:18.668,2026-05-30,44215364,lucky_scratch_h5,Android,2025-05-08,2.0.03,(direct),Old User,Non-paid,信用分提现版本,diamond_unlock,diamond_unlock,diamond,diamond,0,0,1,1,0,1500,0,0,True,,,2026-05-30 10:50:34.856,2026-05-30 10:50:34.856
289,790788,2026-05-30 10:50:34.953,2026-05-30 10:51:53.560,2026-05-30,44215364,lucky_scratch_h5,Android,2025-05-08,2.0.03,(direct),Old User,Non-paid,信用分提现版本,diamond_unlock,diamond_unlock,diamond,diamond,0,0,1,1,0,1500,0,0,True,,,2026-05-30 10:50:34.856,2026-05-30 10:50:34.856
290,790789,2026-05-30 10:50:46.195,2026-05-30 10:51:09.501,2026-05-30,54326740,lucky_scratch_h5,Android,,2.0.02,(direct),Old User,Paid,未知提现版本,free_unlock,free_unlock,diamond,diamond,10,100,1,1,100,0,100,0,True,100.0,2026-05-30 10:50:46.151,,2026-05-30 10:50:46.151
291,790790,2026-05-30 10:51:17.858,2026-06-03 10:45:31.103,2026-05-30,16094557,lucky_scratch_h5,Unknown,,Unknown,Unknown,Old User,Non-paid,未知提现版本,free_unlock,free_unlock,diamond,diamond,10,100,1,1,100,0,100,0,True,100.0,2026-05-30 10:51:17.818,,2026-05-30 10:51:17.818
292,790816,2026-05-30 11:05:20.785,2026-05-30 11:07:34.788,2026-05-30,41629673,lucky_scratch_h5,Unknown,,Unknown,Unknown,Old User,Non-paid,未知提现版本,diamond_unlock,diamond_unlock,diamond,diamond,0,0,1,1,0,1500,0,0,True,,,2026-05-30 11:05:20.773,2026-05-30 11:05:20.773
293,790883,2026-05-30 11:29:02.016,2026-05-30 11:30:18.651,2026-05-30,19998256,lucky_scratch_h5,Android,2025-02-12,2.0.03,(direct),Old User,Non-paid,信用分提现版本,free_unlock,free_unlock,diamond,diamond,50,500,1,1,500,0,500,0,True,500.0,2026-05-30 11:29:01.972,,2026-05-30 11:29:01.972
294,790884,2026-05-30 11:29:02.029,2026-05-30 11:30:07.809,2026-05-30,19998256,lucky_scratch_h5,Android,2025-02-12,2.0.03,(direct),Old User,Non-paid,信用分提现版本,free_unlock,free_unlock,diamond,diamond,10,100,1,1,100,0,100,0,True,500.0,2026-05-30 11:29:01.972,,2026-05-30 11:29:01.972
295,790885,2026-05-30 11:29:02.042,2026-05-30 11:29:57.549,2026-05-30,19998256,lucky_scratch_h5,Android,2025-02-12,2.0.03,(direct),Old User,Non-paid,信用分提现版本,free_unlock,free_unlock,diamond,diamond,10,100,1,1,100,0,100,0,True,500.0,2026-05-30 11:29:01.972,,2026-05-30 11:29:01.972
296,790886,2026-05-30 11:29:02.055,2026-05-30 11:29:46.885,2026-05-30,19998256,lucky_scratch_h5,Android,2025-02-12,2.0.03,(direct),Old User,Non-paid,信用分提现版本,free_unlock,free_unlock,diamond,diamond,10,100,1,1,100,0,100,0,True,500.0,2026-05-30 11:29:01.972,,2026-05-30 11:29:01.972
297,790887,2026-05-30 11:29:02.080,2026-05-30 11:29:24.502,2026-05-30,19998256,lucky_scratch_h5,Android,2025-02-12,2.0.03,(direct),Old User,Non-paid,信用分提现版本,free_unlock,free_unlock,diamond,diamond,10,100,1,1,100,0,100,0,True,500.0,2026-05-30 11:29:01.972,,2026-05-30 11:29:01.972
298,790917,2026-05-30 11:54:06.970,2026-05-30 11:58:58.335,2026-05-30,12353014,lucky_scratch_h5,Android,,2.0.02,google-play,Old User,Non-paid,未知提现版本,diamond_unlock,diamond_unlock,diamond,diamond,50,500,1,1,500,1500,500,0,True,,,2026-05-30 11:54:06.957,2026-05-30 11:54:06.957
299,790918,2026-05-30 11:54:28.804,2026-05-30 11:58:48.905,2026-05-30,12353014,lucky_scratch_h5,Android,,2.0.02,google-play,Old User,Non-paid,未知提现版本,diamond_unlock,diamond_unlock,diamond,diamond,260,2600,1,1,2600,1500,2600,0,True,,,2026-05-30 11:54:28.771,2026-05-30 11:54:28.771
300,790935,2026-05-30 12:28:50.098,2026-05-30 12:29:03.141,2026-05-30,64663058,lucky_scratch_h5,Android,,2.0.03,frog,Old User,Paid,未知提现版本,free_unlock,free_unlock,diamond,diamond,20,200,1,1,200,0,200,0,True,100.0,2026-05-30 12:28:50.049,,2026-05-30 12:28:50.049
301,790936,2026-05-30 12:29:35.084,2026-05-30 12:29:47.663,2026-05-30,64663058,lucky_scratch_h5,Android,,2.0.03,frog,Old User,Paid,未知提现版本,free_unlock,free_unlock,diamond,diamond,70,700,1,1,700,0,700,0,True,100.0,2026-05-30 12:29:35.059,,2026-05-30 12:29:35.059
302,790937,2026-05-30 12:29:56.725,2026-05-30 12:30:08.036,2026-05-30,64663058,lucky_scratch_h5,Android,,2.0.03,frog,Old User,Paid,未知提现版本,free_unlock,free_unlock,diamond,diamond,70,700,1,1,700,0,700,0,True,100.0,2026-05-30 12:29:56.693,,2026-05-30 12:29:56.693
303,790941,2026-05-30 12:33:54.049,2026-06-04 17:00:34.208,2026-05-30,64663058,lucky_scratch_h5,Android,,2.0.03,frog,Old User,Paid,未知提现版本,diamond_unlock,diamond_unlock,diamond,diamond,90,900,1,1,900,1500,900,0,True,,,2026-05-30 12:33:54.005,2026-05-30 12:33:54.005
304,790942,2026-05-30 12:33:54.062,2026-06-04 16:57:06.293,2026-05-30,64663058,lucky_scratch_h5,Android,,2.0.03,frog,Old User,Paid,未知提现版本,diamond_unlock,diamond_unlock,diamond,diamond,50,500,1,1,500,1500,500,0,True,,,2026-05-30 12:33:54.005,2026-05-30 12:33:54.005
305,790943,2026-05-30 12:33:54.074,2026-06-04 16:56:55.248,2026-05-30,64663058,lucky_scratch_h5,Android,,2.0.03,frog,Old User,Paid,未知提现版本,diamond_unlock,diamond_unlock,diamond,diamond,70,700,1,1,700,1500,700,0,True,,,2026-05-30 12:33:54.005,2026-05-30 12:33:54.005
306,790944,2026-05-30 12:33:54.088,2026-06-04 16:56:24.846,2026-05-30,64663058,lucky_scratch_h5,Android,,2.0.03,frog,Old User,Paid,未知提现版本,diamond_unlock,diamond_unlock,diamond,diamond,0,0,1,1,0,1500,0,0,True,,,2026-05-30 12:33:54.005,2026-05-30 12:33:54.005
307,790945,2026-05-30 12:33:54.112,2026-06-03 20:12:20.427,2026-05-30,64663058,lucky_scratch_h5,Android,,2.0.03,frog,Old User,Paid,未知提现版本,diamond_unlock,diamond_unlock,diamond,diamond,50,500,1,1,500,1500,500,0,True,,,2026-05-30 12:33:54.005,2026-05-30 12:33:54.005
308,791202,2026-05-30 17:47:51.094,2026-05-30 17:50:50.217,2026-05-30,65737155,lucky_scratch_h5,Android,,2.0.01,(direct),Old User,Non-paid,未知提现版本,diamond_unlock,diamond_unlock,diamond,diamond,0,0,1,1,0,1500,0,0,True,,,2026-05-30 17:47:51.069,2026-05-30 17:47:51.069
309,791203,2026-05-30 17:47:51.132,2026-05-30 17:50:43.137,2026-05-30,65737155,lucky_scratch_h5,Android,,2.0.01,(direct),Old User,Non-paid,未知提现版本,diamond_unlock,diamond_unlock,diamond,diamond,90,900,1,1,900,1500,900,0,True,,,2026-05-30 17:47:51.069,2026-05-30 17:47:51.069
310,791204,2026-05-30 17:47:51.157,2026-05-30 17:50:30.904,2026-05-30,65737155,lucky_scratch_h5,Android,,2.0.01,(direct),Old User,Non-paid,未知提现版本,diamond_unlock,diamond_unlock,diamond,diamond,50,500,1,1,500,1500,500,0,True,,,2026-05-30 17:47:51.069,2026-05-30 17:47:51.069
311,791205,2026-05-30 17:47:51.181,2026-05-30 17:50:23.186,2026-05-30,65737155,lucky_scratch_h5,Android,,2.0.01,(direct),Old User,Non-paid,未知提现版本,diamond_unlock,diamond_unlock,diamond,diamond,70,700,1,1,700,1500,700,0,True,,,2026-05-30 17:47:51.069,2026-05-30 17:47:51.069
312,791206,2026-05-30 17:47:51.195,2026-05-30 17:50:14.575,2026-05-30,65737155,lucky_scratch_h5,Android,,2.0.01,(direct),Old User,Non-paid,未知提现版本,diamond_unlock,diamond_unlock,diamond,diamond,50,500,1,1,500,1500,500,0,True,,,2026-05-30 17:47:51.069,2026-05-30 17:47:51.069
313,791209,2026-05-30 17:51:49.207,2026-05-30 17:54:12.872,2026-05-30,65737155,lucky_scratch_h5,Android,,2.0.01,(direct),Old User,Non-paid,未知提现版本,diamond_unlock,diamond_unlock,diamond,diamond,430,4300,1,1,4300,1500,4300,0,True,,,2026-05-30 17:51:49.169,2026-05-30 17:51:49.169
314,791234,2026-05-30 18:16:13.687,2026-05-30 18:16:32.170,2026-05-30,44215364,lucky_scratch_h5,Android,2025-05-08,2.0.03,(direct),Old User,Non-paid,信用分提现版本,diamond_unlock,diamond_unlock,diamond,diamond,0,0,1,1,0,1500,0,0,True,,,2026-05-30 18:16:13.664,2026-05-30 18:16:13.664
315,791319,2026-05-30 19:55:24.756,2026-05-30 19:55:44.455,2026-05-30,66148743,lucky_scratch_h5,Android,,2.0.03,(direct),Old User,Non-paid,未知提现版本,diamond_unlock,diamond_unlock,diamond,diamond,90,900,1,1,900,1500,900,0,True,,,2026-05-30 19:55:24.723,2026-05-30 19:55:24.723
316,791337,2026-05-30 20:17:04.380,2026-05-30 20:17:13.658,2026-05-30,86705625,lucky_scratch_h5,Android,2025-02-17,2.0.03,google-play,New User,Non-paid,信用分提现版本,free_unlock,free_unlock,diamond,diamond,10,100,1,1,100,0,100,0,True,100.0,2026-05-30 20:17:04.328,,2026-05-30 20:17:04.328
317,791338,2026-05-30 20:17:26.745,2026-05-30 20:17:42.717,2026-05-30,86705625,lucky_scratch_h5,Android,2025-02-17,2.0.03,google-play,New User,Non-paid,信用分提现版本,diamond_unlock,diamond_unlock,diamond,diamond,120,1200,1,1,1200,1500,1200,0,True,,,2026-05-30 20:17:26.683,2026-05-30 20:17:26.683
318,791439,2026-05-30 22:25:28.442,2026-05-30 22:27:28.051,2026-05-30,49768930,lucky_scratch_h5,Android,2026-05-22,2.0.02,(direct),Old User,Non-paid,钻石提现版本,free_unlock,free_unlock,diamond,diamond,10,100,1,1,100,0,100,0,True,500.0,2026-05-30 22:25:28.403,,2026-05-30 22:25:28.403
319,791440,2026-05-30 22:25:28.455,2026-05-30 22:27:19.255,2026-05-30,49768930,lucky_scratch_h5,Android,2026-05-22,2.0.02,(direct),Old User,Non-paid,钻石提现版本,free_unlock,free_unlock,diamond,diamond,10,100,1,1,100,0,100,0,True,500.0,2026-05-30 22:25:28.403,,2026-05-30 22:25:28.403
320,791441,2026-05-30 22:25:28.488,2026-05-30 22:27:12.651,2026-05-30,49768930,lucky_scratch_h5,Android,2026-05-22,2.0.02,(direct),Old User,Non-paid,钻石提现版本,free_unlock,free_unlock,diamond,diamond,10,100,1,1,100,0,100,0,True,500.0,2026-05-30 22:25:28.403,,2026-05-30 22:25:28.403
321,791442,2026-05-30 22:25:28.501,2026-05-30 22:26:49.770,2026-05-30,49768930,lucky_scratch_h5,Android,2026-05-22,2.0.02,(direct),Old User,Non-paid,钻石提现版本,free_unlock,free_unlock,diamond,diamond,10,100,1,1,100,0,100,0,True,500.0,2026-05-30 22:25:28.403,,2026-05-30 22:25:28.403
322,791443,2026-05-30 22:25:28.524,2026-05-30 22:26:35.529,2026-05-30,49768930,lucky_scratch_h5,Android,2026-05-22,2.0.02,(direct),Old User,Non-paid,钻石提现版本,free_unlock,free_unlock,diamond,diamond,10,100,1,1,100,0,100,0,True,500.0,2026-05-30 22:25:28.403,,2026-05-30 22:25:28.403
323,791444,2026-05-30 22:25:34.735,2026-05-30 22:26:29.572,2026-05-30,49768930,lucky_scratch_h5,Android,2026-05-22,2.0.02,(direct),Old User,Non-paid,钻石提现版本,diamond_unlock,diamond_unlock,diamond,diamond,260,2600,1,1,2600,1500,2600,0,True,,,2026-05-30 22:25:34.707,2026-05-30 22:25:34.707
324,791445,2026-05-30 22:25:34.760,2026-05-30 22:26:22.705,2026-05-30,49768930,lucky_scratch_h5,Android,2026-05-22,2.0.02,(direct),Old User,Non-paid,钻石提现版本,diamond_unlock,diamond_unlock,diamond,diamond,50,500,1,1,500,1500,500,0,True,,,2026-05-30 22:25:34.707,2026-05-30 22:25:34.707
325,791446,2026-05-30 22:25:34.784,2026-05-30 22:26:17.302,2026-05-30,49768930,lucky_scratch_h5,Android,2026-05-22,2.0.02,(direct),Old User,Non-paid,钻石提现版本,diamond_unlock,diamond_unlock,diamond,diamond,0,0,1,1,0,1500,0,0,True,,,2026-05-30 22:25:34.707,2026-05-30 22:25:34.707
326,791447,2026-05-30 22:25:34.796,2026-05-30 22:26:09.712,2026-05-30,49768930,lucky_scratch_h5,Android,2026-05-22,2.0.02,(direct),Old User,Non-paid,钻石提现版本,diamond_unlock,diamond_unlock,diamond,diamond,90,900,1,1,900,1500,900,0,True,,,2026-05-30 22:25:34.707,2026-05-30 22:25:34.707
327,791448,2026-05-30 22:25:34.808,2026-05-30 22:26:04.699,2026-05-30,49768930,lucky_scratch_h5,Android,2026-05-22,2.0.02,(direct),Old User,Non-paid,钻石提现版本,diamond_unlock,diamond_unlock,diamond,diamond,50,500,1,1,500,1500,500,0,True,,,2026-05-30 22:25:34.707,2026-05-30 22:25:34.707
328,791556,2026-05-31 00:57:42.574,2026-05-31 00:58:01.815,2026-05-31,53871359,lucky_scratch_h5,Android,2026-04-22,2.0.03,(direct),Old User,Non-paid,钻石提现版本,paid_unlock,paid_unlock,diamond,diamond,0,0,1,1,0,1500,0,0,True,,2026-05-31 00:57:42.538,,2026-05-31 00:57:42.538
329,791557,2026-05-31 00:58:38.127,2026-05-31 00:58:51.431,2026-05-31,53871359,lucky_scratch_h5,Android,2026-04-22,2.0.03,(direct),Old User,Non-paid,钻石提现版本,diamond_unlock,diamond_unlock,diamond,diamond,70,700,1,1,700,1500,700,0,True,,,2026-05-31 00:58:38.095,2026-05-31 00:58:38.095
